Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Gender_Male
43.0,4.0,0.0,1.0,1,0,54355.91,1,False
42.0,3.0,54438.22,4.0,1,1,145909.85,0,False
56.0,6.0,0.0,2.0,1,1,79542.89,1,False
65.0,6.0,63268.57,3.0,1,1,132592.43,0,True
43.0,9.0,0.0,3.0,1,0,134789.2,1,False
39.0,4.0,0.0,1.0,1,0,22001.34,1,True
66.0,9.0,0.0,2.0,1,0,129174.21,1,False
49.0,6.0,0.0,2.0,1,0,76365.76,1,False
38.0,9.0,0.0,4.0,0,0,114048.22,1,False
45.0,1.0,0.0,2.0,1,1,46523.21,0,True
70.0,7.0,10953.7,3.0,1,0,66276.23,1,False
60.0,2.0,0.0,2.0,0,1,98875.12,0,False
35.0,7.0,167859.87,3.0,0,1,141252.37,0,False
63.0,3.0,0.0,3.0,1,0,87788.37,1,True
59.0,1.0,184232.56,3.0,0,0,54950.96,1,False
54.0,9.0,0.0,1.0,1,0,133583.98,1,True
55.0,10.0,100386.92,4.0,0,0,121918.36,1,True
39.0,10.0,5360.75,2.0,1,0,27302.89,1,False
21.0,1.0,153123.7,2.0,1,0,53830.76,1,True
65.0,5.0,157517.95,1.0,1,0,113673.52,0,True
36.0,3.0,0.0,4.0,1,1,77629.85,0,False
42.0,5.0,148763.64,4.0,1,0,127655.19,1,True
49.0,5.0,66021.77,1.0,1,1,142345.71,0,False
38.0,9.0,0.0,3.0,0,1,87807.92,0,True
40.0,1.0,69611.5,3.0,1,0,21722.63,1,True
64.0,5.0,82807.63,2.0,1,0,83618.94,0,False
57.0,5.0,144029.18,4.0,1,1,40977.16,0,False
34.0,10.0,176450.83,2.0,0,1,95678.69,1,False
59.0,7.0,12488.7,3.0,0,1,48542.01,0,True
25.0,9.0,83739.25,1.0,0,0,110535.87,1,False
18.0,2.0,0.0,2.0,0,1,22878.39,0,False
65.0,1.0,0.0,1.0,0,1,147456.62,0,False
30.0,5.0,0.0,3.0,1,0,143687.46,0,False
34.0,9.0,0.0,3.0,0,0,48847.06,1,False
33.0,9.0,0.0,4.0,1,0,80457.18,0,False
58.0,6.0,26349.9,1.0,0,1,86373.03,0,False
58.0,3.0,3660.17,2.0,0,1,22016.08,0,True
19.0,8.0,175592.74,3.0,0,1,145848.56,1,False
66.0,2.0,0.0,2.0,0,1,149633.71,0,True
46.0,3.0,44802.15,2.0,1,1,28932.78,0,True
69.0,10.0,70639.04,3.0,1,0,128077.8,0,False
54.0,7.0,135817.21,1.0,0,0,46941.5,1,True
24.0,9.0,70045.57,1.0,1,0,53570.03,1,True
38.0,10.0,0.0,1.0,1,1,40341.97,1,True
30.0,6.0,77856.19,3.0,0,1,97970.27,0,True
47.0,10.0,0.0,4.0,0,1,110500.3,1,True
43.0,7.0,132242.64,1.0,1,1,110006.66,1,True
55.0,3.0,0.0,2.0,0,1,44820.46,0,True
30.0,4.0,164929.71,3.0,0,0,126814.23,0,True
23.0,8.0,0.0,4.0,1,0,76205.01,1,True
39.0,6.0,83632.95,3.0,0,0,101905.18,0,False
65.0,6.0,86368.0,3.0,1,1,115709.75,0,True
30.0,6.0,19771.16,3.0,0,1,111888.92,0,True
44.0,4.0,0.0,3.0,0,1,107653.65,1,False
44.0,3.0,114661.3,1.0,0,0,144950.72,0,False
38.0,3.0,81796.35,3.0,1,1,60585.53,0,False
48.0,8.0,125124.87,4.0,1,0,128825.55,0,False
52.0,3.0,0.0,1.0,1,0,95523.55,0,True
36.0,2.0,0.0,1.0,1,1,97590.74,0,True
63.0,2.0,0.0,3.0,0,0,149432.04,0,False
21.0,6.0,161078.4,2.0,0,1,26935.24,0,True
35.0,7.0,172864.64,3.0,0,0,102113.66,1,True
42.0,9.0,14890.33,3.0,0,1,125333.62,0,False
57.0,6.0,0.0,1.0,0,1,42064.7,1,False
65.0,1.0,0.0,2.0,1,1,124365.42,0,False
20.0,8.0,0.0,1.0,1,0,128392.95,1,True
43.0,8.0,0.0,2.0,1,1,28648.59,1,True
34.0,4.0,176313.63,2.0,1,0,47460.14,0,True
64.0,8.0,0.0,3.0,1,1,124343.24,0,True
37.0,5.0,0.0,3.0,0,0,80451.24,0,False
47.0,4.0,0.0,3.0,1,0,107010.12,0,True
67.0,6.0,188534.31,4.0,0,0,88884.56,0,False
57.0,8.0,88508.36,3.0,1,0,62413.01,1,False
47.0,8.0,0.0,4.0,0,1,107619.25,1,False
54.0,10.0,0.0,2.0,1,1,132405.66,1,True
40.0,6.0,0.0,3.0,1,1,-50000.0,1,False
55.0,10.0,101596.24,4.0,0,1,55573.25,0,True
34.0,1.0,0.0,2.0,0,0,27407.23,1,False
26.0,6.0,145276.21,2.0,0,1,121016.41,0,False
32.0,7.0,0.0,4.0,0,1,68290.74,1,True
35.0,9.0,99021.25,2.0,0,1,66982.49,0,False
35.0,7.0,0.0,1.0,1,1,137428.74,0,False
66.0,5.0,0.0,1.0,1,1,133048.79,0,False
56.0,6.0,75062.48,3.0,1,0,94214.06,1,True
47.0,3.0,0.0,2.0,1,1,57141.98,0,False
25.0,7.0,0.0,2.0,1,1,123705.19,1,True
29.0,1.0,0.0,3.0,0,1,148507.81,1,False
48.0,5.0,0.0,3.0,1,1,20084.94,0,False
67.0,1.0,0.0,1.0,1,1,79582.07,1,False
34.0,8.0,97739.97,3.0,0,0,57889.92,1,False
43.0,7.0,2280.61,1.0,0,1,99982.97,0,False
34.0,7.0,187099.25,1.0,1,1,81839.42,0,False
47.0,5.0,0.0,4.0,0,1,107104.23,0,True
61.0,5.0,10998.36,10.0,0,0,76963.22,0,True
18.0,3.0,150993.08,1.0,1,0,80538.73,0,False
25.0,8.0,184551.13,1.0,0,1,45979.37,1,False
56.0,1.0,5360.75,1.0,0,0,128558.57,0,True
39.0,2.0,0.0,4.0,0,1,31381.33,0,False
68.0,8.0,0.0,2.0,0,1,141316.66,1,False
34.0,6.0,136021.49,4.0,1,1,143130.99,0,False
21.0,6.0,0.0,4.0,1,0,21336.98,1,True
58.0,4.0,124915.22,3.0,1,1,64196.34,0,False
45.0,1.0,18708.95,4.0,0,0,148029.95,0,False
67.0,4.0,0.0,1.0,0,1,112317.24,1,True
31.0,9.0,0.0,2.0,1,1,27812.53,0,False
37.0,8.0,0.0,4.0,0,0,118416.25,1,True
32.0,3.0,0.0,4.0,1,0,-50000.0,0,False
37.0,7.0,59719.4,3.0,1,0,77207.55,0,False
20.0,10.0,5360.75,1.0,1,1,42534.6,0,False
69.0,6.0,136748.48,2.0,1,1,115404.81,0,False
41.0,9.0,78633.93,1.0,0,1,48328.13,1,False
44.0,2.0,0.0,2.0,1,0,110959.69,1,True
27.0,9.0,188589.18,3.0,0,0,121398.48,1,True
70.0,7.0,0.0,1.0,1,0,49415.78,1,True
19.0,1.0,0.0,2.0,0,1,48998.07,0,True
30.0,0.0,0.0,1.0,1,1,147863.74,1,False
48.0,10.0,0.0,2.0,0,0,26859.48,1,False
39.0,8.0,0.0,1.0,0,0,109539.13,1,True
32.0,1.0,0.0,1.0,1,1,40579.51,1,False
43.0,1.0,167083.6,2.0,0,1,93539.46,0,False
25.0,6.0,0.0,1.0,0,0,46552.08,1,False
22.0,6.0,0.0,1.0,1,1,141824.16,1,True
23.0,6.0,131177.87,2.0,1,0,140653.24,0,True
24.0,20.0,0.0,3.0,0,1,110133.57,0,False
24.0,2.0,22068.99,4.0,0,1,107856.98,0,False
65.0,4.0,111709.27,4.0,1,1,40316.88,0,True
49.0,2.0,111851.06,4.0,1,0,115093.23,0,False
62.0,2.0,177350.17,4.0,0,0,102603.87,0,False
52.0,10.0,63650.34,1.0,0,0,71769.61,1,False
62.0,7.0,166753.01,4.0,1,0,76069.22,1,False
40.0,6.0,50982.68,3.0,1,1,86832.41,0,False
37.0,6.0,0.0,3.0,0,1,20829.28,0,False
21.0,4.0,0.0,1.0,1,1,126655.49,0,False
18.0,4.0,0.0,3.0,0,0,121424.6,0,False
64.0,5.0,62136.07,3.0,1,0,40829.33,1,False
65.0,9.0,159645.0,1.0,1,1,64270.83,0,False
42.0,3.0,120887.44,2.0,0,0,23082.01,0,True
62.0,7.0,27956.45,2.0,1,1,140440.29,0,True
28.0,1.0,0.0,1.0,0,1,143078.28,0,True
60.0,10.0,0.0,4.0,0,1,90745.83,1,False
44.0,8.0,0.0,3.0,1,0,26574.5,1,True
60.0,20.0,0.0,4.0,1,0,31386.87,1,True
53.0,6.0,68153.4,1.0,1,0,47446.37,1,True
62.0,4.0,0.0,1.0,0,0,71294.4,1,True
36.0,10.0,0.0,3.0,0,1,91163.93,0,False
53.0,2.0,82282.66,2.0,0,1,24507.45,0,False
40.0,2.0,39493.63,2.0,0,1,135191.19,0,False
53.0,9.0,0.0,2.0,1,1,107409.9,0,True
26.0,4.0,0.0,4.0,0,1,89569.8,1,True
21.0,2.0,0.0,2.0,0,0,35246.42,1,False
48.0,3.0,0.0,3.0,0,0,80798.56,0,True
69.0,10.0,86069.8,4.0,0,1,10000000.0,0,False
70.0,8.0,0.0,1.0,1,0,22106.05,1,False
48.0,1.0,178092.76,4.0,0,0,47341.41,0,False
19.0,10.0,173246.91,3.0,1,0,147289.7,0,True
62.0,3.0,65541.55,3.0,0,1,98409.52,0,True
47.0,4.0,0.0,4.0,0,1,110006.06,0,False
30.0,8.0,149668.58,3.0,0,1,37026.59,0,True
37.0,2.0,0.0,4.0,1,1,82208.69,0,True
57.0,9.0,0.0,2.0,1,0,53616.91,1,False
19.0,1.0,134896.58,4.0,1,0,102343.53,0,True
19.0,5.0,0.0,3.0,1,0,29021.23,1,False
35.0,8.0,68850.76,2.0,1,1,38626.59,0,True
53.0,6.0,105568.59,1.0,1,1,122984.86,0,True
53.0,4.0,0.0,3.0,1,0,55354.09,1,False
21.0,5.0,127108.61,3.0,0,1,114741.15,0,False
62.0,7.0,0.0,2.0,1,0,32274.46,0,False
64.0,2.0,0.0,4.0,0,1,57472.71,0,False
60.0,1.0,0.0,1.0,1,0,39268.27,1,False
49.0,8.0,178986.47,3.0,0,0,91904.56,0,True
48.0,6.0,0.0,4.0,0,0,70686.97,1,True
61.0,7.0,0.0,3.0,1,1,72614.26,1,False
33.0,3.0,0.0,1.0,0,1,81939.97,1,False
19.0,4.0,0.0,4.0,0,0,102211.51,1,True
44.0,4.0,0.0,3.0,1,0,84994.67,0,True
62.0,9.0,57623.74,3.0,0,0,130494.71,1,False
69.0,8.0,192732.51,3.0,1,0,96123.28,1,False
37.0,8.0,0.0,3.0,1,0,90764.84,1,True
43.0,10.0,164193.43,2.0,0,0,109610.35,1,True
55.0,1.0,0.0,3.0,1,1,95806.93,0,True
24.0,7.0,0.0,4.0,1,1,92340.4,1,True
70.0,5.0,5165.89,4.0,0,0,119648.55,0,False
69.0,6.0,125995.79,1.0,0,1,59941.07,1,True
58.0,7.0,158212.95,4.0,0,0,64931.25,0,True
46.0,3.0,16267.84,2.0,0,1,84909.38,1,True
63.0,4.0,0.0,2.0,1,0,73927.34,1,False
64.0,5.0,88964.65,2.0,1,1,125784.03,0,True
39.0,1.0,0.0,2.0,1,0,98234.88,1,False
55.0,4.0,60174.94,1.0,1,1,24951.22,0,False
43.0,4.0,110920.86,2.0,0,0,95007.61,1,False
36.0,4.0,0.0,3.0,0,1,138042.41,0,False
46.0,3.0,0.0,3.0,1,0,30480.0,0,False
43.0,7.0,100995.68,2.0,1,0,122883.27,0,False
53.0,2.0,0.0,3.0,0,0,62002.96,0,True
43.0,6.0,144691.15,4.0,1,0,87116.83,1,True
54.0,9.0,179117.99,1.0,1,1,100331.1,1,True
38.0,7.0,0.0,2.0,0,0,99349.07,1,True
43.0,6.0,0.0,3.0,1,1,117776.73,0,False
61.0,10.0,0.0,2.0,1,0,85461.11,1,True
19.0,6.0,0.0,1.0,0,0,52161.97,1,True
56.0,3.0,0.0,2.0,0,1,27746.32,0,True
59.0,5.0,105156.87,3.0,0,1,30413.74,0,True
64.0,3.0,37707.35,1.0,0,0,26649.53,1,True
30.0,3.0,176829.38,3.0,1,1,81676.54,0,False
20.0,8.0,0.0,3.0,1,0,92523.58,0,True
24.0,7.0,0.0,2.0,1,0,-50000.0,1,False
60.0,8.0,0.0,2.0,1,0,36502.77,1,False
65.0,9.0,0.0,3.0,1,0,114742.21,1,False
30.0,2.0,0.0,1.0,1,0,63049.04,1,False
26.0,8.0,130941.61,1.0,1,1,148510.2,1,True
43.0,8.0,110422.97,4.0,0,1,83753.11,1,True
37.0,6.0,123888.29,2.0,1,0,34607.38,1,False
29.0,2.0,0.0,3.0,0,0,62239.96,0,False
31.0,6.0,146318.42,1.0,0,0,116158.78,1,False
36.0,2.0,162283.18,4.0,1,0,68375.63,0,True
69.0,1.0,0.0,2.0,0,0,79753.8,0,True
40.0,6.0,12776.24,4.0,0,1,149230.62,1,False
39.0,5.0,0.0,1.0,0,0,66069.03,1,True
40.0,7.0,0.0,3.0,1,0,51694.25,1,False
56.0,7.0,63687.09,2.0,1,0,127574.84,1,True
24.0,2.0,0.0,2.0,0,0,116815.77,1,True
38.0,10.0,0.0,1.0,0,0,61249.71,1,True
45.0,1.0,139109.47,1.0,1,1,74016.83,0,False
55.0,6.0,5765.31,2.0,1,0,42673.2,1,True
41.0,3.0,0.0,4.0,0,1,87779.01,0,True
53.0,9.0,5490.34,2.0,0,1,135785.6,0,True
36.0,7.0,86505.0,2.0,0,0,94375.99,1,True
51.0,8.0,50124.55,1.0,0,0,96438.91,1,False
49.0,9.0,0.0,3.0,1,1,87350.07,1,False
41.0,4.0,0.0,3.0,1,0,132252.39,1,False
43.0,4.0,0.0,3.0,0,1,111911.99,0,True
32.0,2.0,0.0,1.0,1,1,115669.33,1,False
58.0,8.0,0.0,2.0,1,0,37891.87,1,False
54.0,10.0,171963.24,1.0,1,0,51078.63,1,False
69.0,7.0,63207.01,4.0,0,0,146952.93,0,False
40.0,10.0,0.0,3.0,0,0,145533.07,1,False
34.0,2.0,193076.72,3.0,1,1,114394.46,0,False
52.0,2.0,42109.62,4.0,0,0,71776.47,1,True
64.0,8.0,0.0,1.0,1,0,119475.2,1,True
36.0,6.0,128672.14,3.0,0,0,137422.25,1,False
68.0,8.0,17398.79,4.0,0,1,90970.06,0,False
24.0,10.0,0.0,2.0,1,1,142853.13,0,False
42.0,7.0,100615.28,3.0,1,0,35593.88,1,True
20.0,6.0,0.0,2.0,1,0,108744.84,1,True
25.0,3.0,189204.19,2.0,0,0,37119.3,0,True
25.0,8.0,0.0,3.0,0,1,59928.93,0,True
18.0,6.0,0.0,1.0,0,0,107963.8,1,False
53.0,5.0,0.0,1.0,0,1,127732.17,0,True
69.0,3.0,0.0,4.0,0,0,67187.77,0,True
41.0,4.0,23405.5,2.0,1,1,26135.57,0,False
32.0,2.0,5360.75,3.0,0,1,142467.57,0,False
41.0,8.0,79231.24,4.0,1,1,90753.45,0,False
32.0,9.0,35147.68,2.0,0,0,24324.84,1,True
42.0,6.0,0.0,2.0,1,0,78664.66,0,False
47.0,4.0,0.0,2.0,0,0,126632.93,0,False
66.0,1.0,0.0,2.0,1,0,105903.81,0,True
34.0,7.0,0.0,4.0,1,1,68933.95,0,False
26.0,5.0,172553.15,1.0,0,1,86687.32,0,False
51.0,7.0,0.0,2.0,0,1,113962.0,1,False
18.0,8.0,0.0,2.0,0,0,116723.72,1,False
59.0,9.0,150126.42,2.0,1,1,50242.76,0,False
41.0,8.0,125308.13,10.0,1,0,116081.88,0,True
59.0,1.0,0.0,2.0,0,1,121146.02,0,True
20.0,7.0,97163.18,3.0,1,1,52318.63,0,False
63.0,1.0,0.0,1.0,0,1,64925.35,1,False
29.0,10.0,0.0,2.0,1,1,127578.08,1,False
18.0,6.0,48991.88,4.0,0,0,44326.16,1,False
52.0,6.0,195521.76,1.0,0,0,89815.37,0,False
47.0,2.0,0.0,2.0,1,0,41357.29,0,True
39.0,3.0,0.0,1.0,1,1,138225.84,1,False
69.0,5.0,0.0,1.0,0,0,52104.95,0,True
61.0,6.0,3632.53,4.0,0,1,141523.42,0,False
40.0,7.0,0.0,4.0,0,1,69017.01,1,False
31.0,7.0,118852.06,2.0,1,0,78136.13,0,False
39.0,9.0,129461.34,3.0,0,1,31368.05,0,True
62.0,1.0,8922.48,1.0,0,0,143972.24,1,False
32.0,4.0,36639.89,3.0,0,0,38355.88,0,True
50.0,7.0,124428.03,2.0,0,1,119836.1,0,False
46.0,2.0,0.0,3.0,0,0,127372.32,0,False
60.0,7.0,0.0,2.0,1,1,140420.08,0,True
43.0,2.0,0.0,2.0,1,0,75379.68,0,True
64.0,10.0,113314.68,4.0,1,0,10000000.0,0,False
45.0,1.0,0.0,2.0,1,1,69169.19,0,False
30.0,9.0,137090.15,4.0,0,1,61093.17,1,False
54.0,5.0,0.0,4.0,1,1,58737.04,1,True
54.0,9.0,0.0,4.0,1,1,59998.28,0,True
70.0,2.0,9999999.0,2.0,0,0,91068.04,0,False
41.0,10.0,107377.28,2.0,1,1,139143.59,0,True
26.0,1.0,23866.36,2.0,0,1,95806.62,0,False
61.0,9.0,0.0,3.0,1,0,133441.37,1,False
43.0,9.0,138591.8,4.0,0,1,127820.07,1,False
50.0,10.0,111158.15,1.0,1,0,60584.94,1,True
66.0,7.0,166754.54,4.0,1,0,98179.93,1,True
53.0,8.0,169162.89,1.0,0,0,72243.92,1,True
25.0,7.0,72039.5,4.0,1,0,117418.03,1,True
43.0,7.0,0.0,1.0,1,0,33796.33,1,False
43.0,2.0,85993.9,1.0,1,1,88256.41,0,True
41.0,2.0,0.0,4.0,1,1,26991.66,1,False
40.0,7.0,78151.34,4.0,1,1,131405.37,0,True
29.0,8.0,154179.58,2.0,1,0,64413.34,0,True
23.0,4.0,24756.82,4.0,0,1,97650.61,0,True
24.0,3.0,0.0,1.0,0,0,120983.8,0,False
28.0,3.0,0.0,1.0,0,0,102592.04,1,True
34.0,10.0,0.0,1.0,0,1,131531.54,0,True
52.0,7.0,190670.9,2.0,1,1,88586.44,0,False
58.0,10.0,0.0,3.0,1,0,89221.22,1,False
21.0,10.0,34084.81,1.0,1,0,146076.45,1,False
19.0,1.0,144505.34,4.0,0,0,83337.56,1,False
29.0,9.0,82170.03,3.0,1,0,114641.59,0,False
65.0,8.0,155109.48,4.0,0,1,131280.14,0,False
39.0,5.0,28232.19,3.0,1,1,70418.46,0,True
43.0,6.0,0.0,4.0,1,1,130787.61,1,False
23.0,1.0,125080.32,4.0,0,1,107458.28,0,True
23.0,5.0,0.0,4.0,0,0,121790.03,0,False
69.0,10.0,39796.7,1.0,1,1,28053.05,1,True
28.0,7.0,8255.75,4.0,1,0,35336.42,1,True
57.0,1.0,168954.7,3.0,0,0,25189.93,0,True
67.0,6.0,131103.56,4.0,1,0,135025.03,1,False
40.0,4.0,198659.77,2.0,1,1,87161.59,0,False
42.0,4.0,169788.12,1.0,1,0,46190.31,1,False
33.0,1.0,20032.5,1.0,0,1,42348.63,0,False
43.0,6.0,0.0,3.0,1,0,92698.36,0,True
29.0,2.0,4189.6,2.0,0,0,98417.7,1,False
54.0,7.0,186580.78,4.0,1,0,95623.8,0,False
49.0,5.0,0.0,2.0,1,0,55301.56,1,False
32.0,10.0,0.0,4.0,1,1,58740.89,0,True
53.0,5.0,75226.97,3.0,1,1,142747.15,0,False
38.0,1.0,196946.24,1.0,0,0,46459.53,0,False
21.0,8.0,0.0,2.0,0,1,77957.32,0,False
65.0,1.0,18254.61,1.0,1,1,70436.46,0,False
22.0,2.0,0.0,3.0,1,0,107960.24,1,False
59.0,6.0,0.0,3.0,1,0,119491.12,0,False
27.0,9.0,0.0,1.0,0,0,51493.43,1,False
26.0,5.0,0.0,2.0,0,0,62408.67,0,True
21.0,9.0,27535.55,3.0,1,1,140160.24,1,False
51.0,10.0,74501.47,2.0,0,1,144012.88,0,True
63.0,10.0,135133.54,1.0,1,1,123435.83,1,False
26.0,4.0,101422.82,1.0,1,1,105974.55,1,True
48.0,8.0,0.0,2.0,0,1,80694.15,1,False
64.0,4.0,187836.52,4.0,1,1,118400.6,0,False
67.0,9.0,199365.03,1.0,1,0,23954.06,1,False
61.0,10.0,0.0,4.0,0,0,146339.89,1,False
32.0,1.0,0.0,3.0,1,0,45047.93,1,True
53.0,4.0,0.0,4.0,0,0,41604.05,1,False
51.0,2.0,69262.32,4.0,1,0,43291.31,0,True
27.0,10.0,142224.6,4.0,0,0,32570.29,0,True
56.0,5.0,0.0,1.0,0,0,22528.25,1,False
69.0,8.0,0.0,3.0,1,1,21366.72,0,True
50.0,1.0,197350.83,2.0,0,1,138152.5,0,False
44.0,5.0,189128.96,4.0,1,0,26565.96,0,True
42.0,5.0,29420.05,3.0,1,0,56271.08,1,False
18.0,3.0,0.0,1.0,1,0,114900.22,1,True
62.0,7.0,15792.59,1.0,1,0,81389.44,1,True
23.0,3.0,0.0,3.0,0,0,101278.1,0,False
24.0,6.0,33128.09,3.0,1,0,21845.56,1,True
53.0,3.0,0.0,2.0,0,1,89968.61,0,True
53.0,8.0,34663.22,1.0,0,1,84783.29,0,False
26.0,4.0,109213.63,1.0,1,1,148737.07,0,False
34.0,8.0,0.0,1.0,0,0,23762.76,1,False
45.0,8.0,0.0,2.0,1,0,63937.6,1,False
38.0,1.0,150369.09,3.0,0,0,44103.15,1,True
39.0,2.0,169114.72,3.0,1,1,105065.04,0,False
35.0,8.0,117038.05,2.0,0,1,32018.44,0,False
26.0,9.0,0.0,3.0,0,1,52192.11,1,False
21.0,7.0,0.0,4.0,1,1,88392.22,0,False
40.0,4.0,0.0,4.0,0,1,38065.97,0,True
48.0,10.0,64825.98,2.0,1,1,146737.56,0,True
27.0,10.0,0.0,2.0,0,0,130493.04,1,True
56.0,7.0,2545.56,2.0,0,1,56174.8,1,False
32.0,6.0,168918.76,4.0,0,0,37391.16,0,True
20.0,1.0,124426.73,2.0,1,1,57664.64,0,True
23.0,3.0,82817.72,1.0,0,0,67668.25,1,False
21.0,8.0,0.0,4.0,0,0,28844.85,1,True
48.0,8.0,101679.23,1.0,1,1,129832.33,1,True
34.0,4.0,0.0,1.0,0,1,21277.58,0,False
69.0,10.0,0.0,3.0,0,0,126092.01,0,True
22.0,4.0,0.0,1.0,0,0,93967.82,1,False
43.0,7.0,35657.18,2.0,1,1,77801.6,1,True
62.0,7.0,59992.53,1.0,0,1,104821.87,1,False
33.0,9.0,0.0,1.0,0,0,41261.99,1,True
63.0,6.0,61058.21,2.0,1,0,77024.37,1,False
25.0,5.0,0.0,2.0,1,0,52734.88,0,False
70.0,5.0,0.0,4.0,1,0,37344.12,0,False
58.0,5.0,0.0,3.0,0,1,101387.11,1,True
62.0,10.0,52238.36,3.0,0,0,70057.55,0,True
51.0,5.0,167159.78,4.0,0,0,115669.65,1,False
68.0,7.0,9999999.0,4.0,1,0,140987.39,1,True
28.0,1.0,0.0,2.0,1,1,28485.98,0,True
35.0,1.0,0.0,3.0,1,0,119823.93,0,True
37.0,3.0,43320.19,2.0,1,1,97050.49,0,True
26.0,2.0,93260.79,1.0,0,1,55772.11,0,False
38.0,1.0,68307.96,1.0,0,1,106035.39,0,True
38.0,10.0,143349.14,2.0,1,0,36282.66,0,False
18.0,5.0,0.0,3.0,0,1,147798.41,0,True
19.0,6.0,147628.46,2.0,1,0,37839.53,0,True
25.0,8.0,0.0,4.0,1,0,53053.69,1,False
38.0,8.0,10704.5,2.0,0,1,64511.37,0,False
32.0,10.0,150870.65,4.0,1,1,44627.65,0,False
24.0,7.0,0.0,4.0,1,1,34233.83,1,False
70.0,1.0,0.0,3.0,0,1,145652.66,0,True
66.0,8.0,0.0,2.0,0,1,65822.54,1,False
63.0,2.0,0.0,3.0,0,0,101685.13,1,False
20.0,6.0,116172.54,1.0,1,1,111426.04,0,True
29.0,6.0,0.0,4.0,1,1,103258.15,1,True
18.0,5.0,7651.29,1.0,0,0,112588.63,1,False
39.0,10.0,97231.34,3.0,1,0,146891.18,1,False
57.0,1.0,0.0,4.0,0,0,65601.09,0,False
43.0,3.0,0.0,3.0,0,1,20302.04,0,False
58.0,10.0,0.0,3.0,0,0,53665.01,0,False
50.0,5.0,189512.7,1.0,0,0,49001.22,1,False
70.0,4.0,0.0,1.0,1,1,29234.86,0,False
53.0,9.0,115341.86,0.0,0,0,33938.91,1,True
41.0,4.0,168163.75,4.0,1,1,50790.43,0,False
33.0,9.0,73813.96,1.0,1,1,27110.11,1,False
46.0,6.0,0.0,4.0,1,0,38276.95,1,True
66.0,5.0,37501.31,2.0,1,0,109134.73,1,True
64.0,3.0,0.0,1.0,0,0,138325.5,1,False
29.0,7.0,44331.99,3.0,0,0,32784.84,1,False
60.0,1.0,190614.04,1.0,0,0,81629.91,0,False
46.0,2.0,0.0,2.0,1,1,23655.8,0,False
35.0,2.0,30073.22,3.0,1,0,104796.54,1,True
59.0,6.0,4365.65,2.0,0,1,126558.01,0,False
55.0,4.0,0.0,4.0,1,0,30915.13,0,False
22.0,6.0,0.0,1.0,1,1,115465.5,1,True
67.0,3.0,0.0,2.0,0,1,71926.2,0,True
21.0,9.0,0.0,4.0,0,0,27065.25,1,False
58.0,2.0,0.0,2.0,0,0,28213.8,0,False
60.0,9.0,150816.65,3.0,0,1,95690.87,0,True
20.0,10.0,127351.02,1.0,1,0,70738.42,0,False
29.0,1.0,0.0,3.0,1,1,40074.05,0,True
69.0,6.0,56151.73,2.0,0,0,42458.38,0,True
51.0,9.0,0.0,4.0,1,0,106364.12,1,False
25.0,3.0,2715.18,4.0,1,0,79201.34,1,True
59.0,7.0,0.0,3.0,0,0,54994.67,0,True
24.0,10.0,36398.93,1.0,1,1,29010.01,1,True
22.0,6.0,148047.16,1.0,0,0,26877.97,1,False
70.0,10.0,0.0,1.0,1,1,83165.13,1,False
66.0,6.0,160362.8,2.0,1,1,96210.61,0,True
27.0,1.0,0.0,2.0,1,1,63602.89,0,False
56.0,3.0,0.0,3.0,1,0,39426.71,0,True
38.0,9.0,0.0,3.0,0,0,80879.08,0,True
51.0,3.0,0.0,2.0,0,0,23669.74,0,False
65.0,1.0,143264.79,3.0,0,1,145087.68,0,False
47.0,4.0,0.0,4.0,0,0,136020.98,1,False
19.0,5.0,50409.21,4.0,0,1,115239.65,0,True
63.0,3.0,0.0,4.0,0,1,140258.39,0,True
66.0,3.0,0.0,2.0,1,0,127307.19,1,True
20.0,10.0,0.0,4.0,0,0,100931.11,1,False
26.0,6.0,0.0,1.0,0,0,143129.88,1,False
61.0,4.0,0.0,3.0,0,1,64391.02,0,True
56.0,2.0,40981.36,3.0,1,0,57589.54,0,False
52.0,1.0,0.0,1.0,0,1,71955.54,0,False
48.0,7.0,52297.92,1.0,0,0,26436.64,1,False
22.0,4.0,0.0,4.0,0,0,29387.71,0,False
19.0,9.0,153264.62,1.0,0,0,104273.4,1,True
30.0,3.0,0.0,1.0,0,0,87387.51,1,False
39.0,7.0,0.0,2.0,0,1,147263.16,0,True
41.0,8.0,150941.65,4.0,1,1,91012.19,1,True
29.0,10.0,171374.57,4.0,1,1,54150.41,0,True
26.0,8.0,144279.36,2.0,0,1,66288.75,0,False
53.0,1.0,128201.16,4.0,0,1,133578.14,0,False
24.0,4.0,119121.48,3.0,1,0,40911.84,0,True
40.0,5.0,0.0,0.0,0,0,141701.2,1,False
34.0,10.0,107602.11,10.0,0,0,84087.75,1,True
40.0,1.0,166556.37,1.0,0,1,83950.64,0,False
44.0,6.0,0.0,2.0,1,0,33886.73,1,True
38.0,10.0,34937.07,3.0,0,1,109645.8,0,False
33.0,8.0,0.0,1.0,0,1,62738.82,1,False
49.0,9.0,0.0,4.0,0,1,29960.91,0,False
55.0,3.0,0.0,1.0,0,0,142889.92,0,False
64.0,10.0,163841.8,2.0,0,1,126719.5,0,False
44.0,9.0,64985.07,2.0,1,1,138910.29,0,True
